index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,
2235,F,divorced,48.43,1,government,secondary,1315.19,8156.41,404.32,
2236,F,divorced,41.31,1,manuf,tertiary,5389.15,19789.4,1363.23,
2237,F,married,65.49,1,retired,tertiary,2368.43,19636.13,255.5,
2238,F,married,68.77,3,retired,professional,4696.27,12477.69,1606.37,
2239,M,married,25.1,3,IT,tertiary,2361.61,15503.21,968.26,
2240,M,single,20.49,0,manuf,tertiary,5448.4,15718.37,1495.3,
2241,F,single,23.21,0,government,tertiary,4821.49,6718.63,1284.33,
2242,F,single,27.66,0,manuf,tertiary,6735.57,33393.15,1495.96,
2243,F,married,30.77,2,government,secondary,753.79,14134.3,820.78,
2244,F,married,36.96,0,construct,professional,753.79,14134.3,820.78,
2245,M,single,27.91,0,manuf,tertiary,5029.36,24347.51,2059.35,
2246,M,divorced,48.97,1,finance,tertiary,6002.35,21663.5,2822.47,
2247,F,married,67.51,2,retired,secondary,1715.25,7445.52,741.58,
2248,F,single,44.98,0,education,professional,4260.67,3617.22,3056.92,
2249,M,single,42.65,0,construct,tertiary,4260.67,3617.22,3056.92,
2250,F,divorced,44.68,1,finance,postgrad,3678.8,27473.27,1847.32,
2251,M,single,36.25,0,manuf,tertiary,4850.39,3265.47,887.07,
2252,F,single,33.03,0,medicine,postgrad,10117.48,39862.04,2004.1,
2253,F,single,29.22,0,legal,secondary,2383.67,17762.77,1803.13,
2254,F,single,28.04,0,government,professional,11121.1,26415.74,1176.48,
2255,M,single,28.31,0,government,postgrad,7999.77,10800.81,2274.59,
2256,F,married,22.43,1,manuf,tertiary,4353.75,27571.92,1616.51,
2257,F,single,27.04,0,education,tertiary,4973.54,20148.47,1005.02,
2258,M,married,39.17,0,education,secondary,2077.6,11732.83,562.87,
2259,M,married,54.08,1,IT,postgrad,11513.95,29937.42,3968.93,
2260,M,married,40,1,government,secondary,3019.15,10223.11,818.28,
2261,F,divorced,36.67,1,legal,secondary,2602.29,15758.37,1604.05,
2262,F,married,50.76,2,legal,secondary,3188.08,19353.57,1393.07,
2263,M,single,27.94,0,medicine,secondary,3523.07,17964.08,2445.38,
2264,M,single,28.55,0,construct,tertiary,3523.07,17964.08,2445.38,
2265,F,married,31.83,1,manuf,professional,11759.09,29986.64,3787.94,
2266,M,married,68.68,2,retired,tertiary,4253.27,17600.18,1537.4,
2267,F,single,25.54,0,government,professional,9427.89,22860.97,4163.96,
2268,F,married,36.09,2,legal,tertiary,5223.45,19550.62,2457.01,
2269,F,single,28.42,0,IT,tertiary,9263.28,17073.36,2902,
2270,M,single,28.06,0,IT,tertiary,5313.43,20244.31,2321.93,
2271,M,widowed,58.72,4,manuf,secondary,1977.18,9368.34,717.45,
2272,F,single,23.07,0,IT,secondary,3124.6,19566.71,1114.13,
2273,F,married,20.26,3,manuf,postgrad,4093.65,21938.71,2500.08,
2274,M,widowed,46.48,0,finance,tertiary,5746.49,17215.12,2596.65,
2275,M,married,59.27,1,legal,postgrad,13890.54,59271.23,3909,
2276,M,single,21.9,0,finance,secondary,2030.58,20618.8,1201.88,
2277,F,divorced,37.55,1,IT,tertiary,5884.15,23561.11,610.81,
2278,F,single,20.53,0,finance,tertiary,5998.35,30418.89,1148.38,
2279,F,married,39.94,3,finance,tertiary,6016.06,25557.94,2008.32,
2280,F,single,46.34,0,government,secondary,3847.65,12151.94,542.51,
2281,F,married,41.04,0,manuf,postgrad,8018.33,23742.59,3241.46,
2282,M,married,56.27,1,legal,secondary,1213.57,21508.38,1147.02,
2283,M,single,35.55,0,finance,tertiary,6556.28,29643.73,700.29,
2284,F,widowed,83.35,2,retired,postgrad,3658.68,20051.74,813.12,
2285,F,single,25.57,0,medicine,postgrad,11726.04,39953.6,4089.96,
2286,F,married,27.25,2,manuf,professional,7419.12,28574,3967.54,
2287,F,divorced,48.82,1,government,tertiary,6510.74,35959.22,2399.39,
2288,F,married,53.96,0,government,tertiary,2242.28,1224.91,1263.59,
2289,M,married,58.75,0,construct,professional,2242.28,1224.91,1263.59,
2290,M,single,28,0,legal,tertiary,5066.47,31337.98,1578.08,
2291,M,widowed,55.27,0,government,secondary,2391.48,14846.28,996.75,
2292,M,married,33.28,0,manuf,secondary,2540.63,14991.25,276.87,
2293,F,single,28.92,0,construct,postgrad,2540.63,14991.25,276.87,
2294,F,divorced,47.39,3,manuf,secondary,548.16,17882.71,331.73,
2295,F,divorced,44.62,2,manuf,secondary,4373.45,6158.52,720.97,
2296,F,widowed,85.3,1,retired,postgrad,2225.39,29483.91,910.39,
2297,M,married,48.22,3,manuf,secondary,3926.85,5439.11,252.08,
2298,M,single,28.81,0,finance,postgrad,9030.58,46404.2,2999.95,
2299,F,widowed,59.96,2,IT,secondary,2855.21,23374.25,1610.11,
2300,M,married,38.71,2,finance,tertiary,8857.65,26090,1519.27,
2301,F,widowed,54.1,0,manuf,tertiary,4921.88,4797.02,1468.16,
2302,M,divorced,43.88,3,manuf,secondary,3246.39,12523.56,305.12,
2303,M,divorced,58.43,1,IT,secondary,1962.75,6536.92,789.08,
2304,M,single,40.31,0,medicine,professional,12357.84,60284.42,6022.38,
2305,M,single,27.83,0,government,tertiary,5037.64,37913.24,2274.91,
2306,F,single,30.38,0,finance,secondary,3120.71,15756.03,1248.35,
2307,F,single,20.83,0,government,postgrad,4836.99,26325.44,2731.48,
2308,M,married,44.67,1,IT,tertiary,8132.24,24369.63,597.14,
2309,F,married,68.55,2,retired,tertiary,2964.37,15027.12,757.78,
2310,M,single,32.79,0,manuf,postgrad,10116.15,14359.73,1152.17,
2311,F,divorced,37.69,3,manuf,postgrad,11019.61,28317.34,1045.34,
2312,M,single,29.85,0,government,secondary,2567.78,15464.16,792.04,
2313,M,married,57.96,0,legal,tertiary,2964.41,13895.32,2501.79,
2314,M,single,21.24,0,education,tertiary,2971.6,4803.58,980.06,
2315,M,divorced,30.2,0,government,secondary,2403.36,7124.43,456.54,
2316,F,married,28.03,2,legal,tertiary,7412.57,24346.36,1572.42,
2317,M,single,27.81,0,government,secondary,2212.71,9441.11,787.11,
2318,M,single,27.9,0,manuf,secondary,1894.7,12161.45,1246.5,
2319,F,married,23.57,0,IT,postgrad,10118.99,20496.01,4510.71,
2320,F,married,42.91,1,IT,postgrad,8925.02,47058.45,2881.94,
2321,F,married,27.54,1,medicine,tertiary,6798.78,24071.67,2773.21,
2322,M,divorced,57.28,1,IT,professional,9097.74,10717.19,2718.34,
2323,F,single,29.47,0,government,postgrad,12488.47,38699.72,2702.9,
2324,M,divorced,41.38,1,manuf,tertiary,4724.68,7012.02,1343.74,
2325,F,married,46.27,1,IT,postgrad,3568.11,23005.21,3778.58,
2326,F,widowed,61.59,1,IT,secondary,2435.85,14983.74,1626.13,
2327,M,married,41.28,2,legal,tertiary,6889.26,46541.63,2152.4,
2328,M,divorced,44.87,1,legal,secondary,2419.92,19511.74,925.33,
2329,F,married,26.65,0,education,secondary,2798.6,9095.37,657.64,
2330,F,married,34.76,2,education,tertiary,5216.19,37026.46,301.53,
2331,M,widowed,61.62,3,manuf,postgrad,13085.2,45385.54,2356.15,
2332,M,widowed,51.22,2,finance,tertiary,7051.76,22532.42,995.28,
2333,F,married,47.34,1,finance,tertiary,5238.33,22848.29,1419.34,
2334,M,single,45.72,0,government,secondary,642.78,11992.69,550.55,
2335,M,married,44.99,2,legal,secondary,838.14,22850.38,2008.52,
2336,F,single,25.35,0,IT,secondary,2107.36,15228.21,1178.18,
2337,M,married,31.44,1,medicine,secondary,615.68,29551.14,2001.58,
2338,F,married,38.9,0,manuf,professional,11314.08,39987.78,3990.67,
2339,M,married,68.8,2,retired,tertiary,3325.99,15006.43,999.58,
2340,M,divorced,52.36,2,IT,tertiary,4630.08,31931.86,1983.03,
2341,F,married,44.9,2,manuf,secondary,2500.46,11092,1004.67,
2342,M,married,30.82,0,government,postgrad,5485.75,22446.17,2782.75,
2343,M,married,48.46,3,construct,tertiary,5485.75,22446.17,2782.75,
2344,F,widowed,66.39,2,retired,tertiary,3427.31,3272.14,881.11,
2345,M,widowed,60.54,1,medicine,professional,16209.15,62670.66,4918.61,
2346,M,married,42.2,0,legal,tertiary,11062.07,30530.31,2378.94,
2347,F,married,35.64,0,construct,professional,11062.07,30530.31,2378.94,
2348,F,single,33.85,0,finance,tertiary,7062.43,17060.98,2387.82,
2349,M,married,40.08,3,education,secondary,849.73,11810.84,1057.24,
2350,F,married,42,1,legal,secondary,4799.06,30839.42,1800.77,
2351,M,married,40.47,3,IT,postgrad,8384.61,44290.14,3681.95,
2352,F,married,47.37,2,finance,tertiary,2040.54,11800.41,2001.23,
2353,M,single,41.73,0,manuf,tertiary,4752.15,32293.72,1101.16,
2354,M,divorced,41.47,1,finance,postgrad,9027.68,42053.57,4740.51,
2355,F,widowed,76.85,1,retired,tertiary,3498.42,12810.31,1672.16,
2356,F,single,20.45,0,construct,postgrad,3498.42,12810.31,1672.16,
2357,M,single,22.93,0,IT,tertiary,2003.55,26095.92,2715.48,
2358,F,married,62.38,1,government,professional,5783.53,31940.42,2718.31,
2359,M,single,34.61,0,manuf,secondary,4092.04,5265.29,419.72,
2360,F,divorced,67.63,0,retired,secondary,1495.1,10420.06,591.83,
2361,F,married,25.67,3,legal,tertiary,2840.58,31347.46,2545.73,
2362,F,divorced,57.26,2,legal,postgrad,10004.93,49533.83,4042.84,
2363,M,divorced,30.86,2,education,postgrad,4435.75,18424.79,1152.64,
2364,F,single,19,0,medicine,tertiary,8042.44,21153.34,2587.34,
2365,F,divorced,41.12,3,manuf,secondary,2105.96,6372.47,1061.67,
2366,M,single,44.25,0,finance,secondary,2426.04,17227.23,1993.54,
2367,F,married,26.08,2,government,postgrad,7687.32,14497.75,3333.67,
2368,F,widowed,60.85,2,government,tertiary,3380.94,34973.66,2096.4,
2369,M,married,41.47,0,legal,tertiary,6401.54,30581.55,1119.35,
2370,F,single,28.22,0,finance,postgrad,7856.06,46329.71,2790.83,
2371,F,married,34.44,2,construct,professional,7856.06,46329.71,2790.83,
2372,M,single,34.23,0,manuf,postgrad,3910.21,41444.27,2177.13,
2373,F,divorced,51.47,0,construct,postgrad,3910.21,41444.27,2177.13,
2374,F,single,25.7,0,government,secondary,2177.38,6929.01,532.77,
2375,M,single,23.59,0,manuf,secondary,2230.19,11304.48,1113.52,
2376,M,single,19.41,0,government,secondary,2965.28,5971.83,817.79,
2377,F,divorced,44.94,1,education,secondary,3479.6,10846.3,769.2,
2378,F,single,29.39,0,education,secondary,1751.37,12665.56,376.33,
2379,F,married,34.69,1,IT,secondary,1782.43,19841.19,1279.57,
2380,F,married,25.34,2,manuf,postgrad,4075.18,13815.24,3060.27,
2381,M,single,32.42,0,government,secondary,1264.55,13948.53,839.51,
2382,M,divorced,64.5,2,IT,secondary,778.39,14683.46,505.02,
2383,F,married,25.27,2,legal,tertiary,11310.73,16523.87,3974.93,
2384,F,single,18.02,0,manuf,secondary,769.97,11906.93,993.82,
2385,M,divorced,32.29,2,government,tertiary,5877.74,20021.26,1828.35,
2386,F,widowed,60.07,0,medicine,tertiary,8701.46,27860.58,3543.26,
2387,F,single,28,0,manuf,secondary,2536.1,14226.54,766.61,
2388,F,widowed,54.05,2,construct,tertiary,2536.1,14226.54,766.61,
2389,M,single,27.72,0,government,tertiary,6291.86,15290.45,892.2,
2390,F,married,38.37,0,finance,postgrad,8227.62,25917.93,3376.8,
2391,F,single,26.69,0,government,secondary,3418.66,7637.54,1235.39,
2392,F,widowed,60.63,2,construct,tertiary,3418.66,7637.54,1235.39,
2393,M,single,24.52,0,finance,tertiary,5261.67,23219.63,1549.34,
2394,F,single,26.35,0,finance,postgrad,8693.24,41444.32,4680.47,
2395,M,widowed,68.75,1,retired,tertiary,4492.2,13360.38,990.26,
2396,F,married,39.11,0,finance,tertiary,3678.28,23950.23,2001.08,
2397,F,married,42.73,2,legal,tertiary,8345.14,35749.24,3907.31,
2398,M,single,18.05,0,legal,tertiary,7146.27,42008.8,2515.25,
2399,F,divorced,55.31,2,finance,secondary,2032.28,20843.11,1203.6,
2400,F,divorced,44.91,1,education,tertiary,4334.17,17808.22,950.32,
2401,F,divorced,57.83,2,medicine,tertiary,7327.61,30000.27,2643.88,
2402,F,single,26.78,0,government,tertiary,2438.28,38369.52,2274.82,
2403,F,single,27.25,0,legal,secondary,2950.05,20159.42,2620.94,
2404,F,single,30.37,0,government,secondary,2683.32,7149.13,857.6,
2405,F,married,48.12,2,government,tertiary,5732.57,21034.24,1517.13,
2406,F,single,28,0,medicine,tertiary,5774.14,18375.19,2131.65,
2407,M,single,42.75,0,manuf,tertiary,4301.76,10498.56,1213.38,
2408,M,married,29.62,1,finance,secondary,2000.28,15994.37,758.55,
2409,F,married,39.98,1,medicine,postgrad,3253.53,60504.9,2240.09,
2410,F,divorced,39.5,2,manuf,secondary,2553.08,11339.81,983.02,
2411,F,single,36.29,0,legal,tertiary,7004.31,38788.99,2434.51,
2412,M,single,28.83,0,medicine,tertiary,8505.22,46662.41,1425.98,
2413,F,married,58.84,1,IT,tertiary,5810.96,35723.19,2369.21,
2414,F,single,35.8,0,education,secondary,1347.45,5389.34,438.87,
2415,F,married,62.42,1,education,secondary,2769.08,11735.63,1075.05,
2416,F,divorced,68.48,1,retired,tertiary,3782.79,14901.85,1508.99,
2417,F,married,39.62,0,government,tertiary,4999.56,19756.24,2317.87,
2418,F,divorced,45.99,2,IT,secondary,3202.49,16663,2156.05,
2419,M,divorced,48.98,1,government,postgrad,12607.41,43671.82,1792.46,
2420,M,married,40.86,1,IT,tertiary,2142.05,15233.43,3403.16,
2421,F,married,32.75,1,finance,tertiary,9684.66,25024.12,2399.26,
2422,M,divorced,51.35,1,construct,tertiary,9684.66,25024.12,2399.26,
2423,F,married,42.75,2,finance,tertiary,4387.22,19621.31,3046.07,
2424,M,divorced,36.98,1,manuf,postgrad,10962.56,19569.85,1155.6,
2425,F,married,40.02,0,finance,tertiary,8221.69,32635.73,2943.45,
2426,F,married,39.86,3,finance,secondary,2163.58,17819.46,1739.27,
2427,F,divorced,41.06,1,medicine,tertiary,2842.91,34539.57,3032.26,
2428,F,married,68.31,1,retired,secondary,537.19,9673.06,994.53,
2429,F,divorced,40.66,1,manuf,postgrad,6652.88,17703.33,2410.84,
2430,M,divorced,60.54,0,legal,secondary,1734.82,21235.79,1539.6,
2431,F,married,29,0,IT,tertiary,8825.1,34080.86,2663.18,
2432,F,married,39.97,0,education,secondary,1818.61,13742.2,563.11,
2433,M,married,28.56,1,education,professional,13370.28,28311.94,691.89,
2434,F,divorced,50.13,2,finance,postgrad,11675.44,12046.48,2866.54,
2435,M,married,24.83,2,medicine,tertiary,5161.02,23804.16,1888.98,
2436,F,divorced,39.57,0,education,secondary,2066.45,8469.4,416.86,
2437,M,married,39.74,0,medicine,postgrad,9773.91,39982.53,2690.26,
2438,M,married,41.2,1,education,tertiary,2639.18,23111.15,954.5,
2439,M,widowed,75.71,3,retired,postgrad,4839.98,11195.09,1197.89,
2440,M,single,41.02,0,education,secondary,2489.49,14074.15,693.79,
2441,M,married,34.84,2,IT,tertiary,6116.28,17258.63,2504.46,
2442,F,divorced,44.66,2,government,tertiary,7207.33,36760.17,1016.87,
2443,F,single,25.9,0,government,tertiary,5005.78,20363.93,2451.11,
2444,F,divorced,35.84,0,finance,secondary,2892.26,16458.6,1465.38,
2445,M,married,49.6,1,finance,postgrad,6500.95,44748.15,3001.57,
2446,F,divorced,46.98,1,government,professional,10275.31,8111.02,4203.57,
2447,F,divorced,51.88,0,government,postgrad,10338.17,17772.54,2529.17,
2448,M,married,23.11,1,government,secondary,3788.2,9574.57,912.2,
2449,F,widowed,55.54,1,IT,tertiary,5997.74,34584.51,2336.69,
2450,M,divorced,44.01,2,medicine,tertiary,4196.48,30222.97,1538.66,
2451,F,divorced,51.82,2,education,postgrad,5090.99,46652.34,2445.05,
2452,F,divorced,55,1,education,tertiary,4469.1,23485.68,1356.9,
2453,M,married,39.53,2,education,secondary,2997.93,14762.38,531.83,
2454,M,married,54.69,1,government,tertiary,4982.62,9962.84,577.42,
2455,M,divorced,49.79,3,IT,tertiary,8009.77,35520.56,3092.43,
2456,M,widowed,41.66,1,government,tertiary,5287.69,19998.82,753.24,
2457,F,divorced,46.92,1,IT,postgrad,3596.71,28593.28,1970.84,
2458,F,single,25.98,0,medicine,tertiary,5536.23,30103.3,4020.6,
2459,M,married,61.02,4,finance,postgrad,10858.94,15019.59,3015.08,
2460,F,divorced,48.51,1,manuf,postgrad,11779.46,41484.68,3389.11,
2461,M,married,37.51,0,legal,secondary,2674.95,18909.19,1262.07,
2462,F,single,24.13,0,manuf,tertiary,3514.57,36533.98,1590.97,
2463,F,widowed,56.8,2,medicine,tertiary,6465.91,28112.6,1574.68,
2464,F,married,28.07,3,government,professional,11968.81,52477.87,6196.94,
2465,F,single,27.25,0,construct,postgrad,11968.81,52477.87,6196.94,
2466,F,married,30.01,2,construct,secondary,11968.81,52477.87,6196.94,
2467,M,married,26.76,2,finance,tertiary,5177.57,24000.81,2853.94,
2468,M,single,43.92,0,legal,secondary,2776.81,32278.91,1784.4,
2469,F,single,26.81,0,manuf,secondary,1587.53,20180.01,743.28,
2470,M,widowed,53,2,government,secondary,2398.28,18050.18,797.34,
2471,M,married,28.66,2,construct,professional,2398.28,18050.18,797.34,
2472,F,single,27.52,0,IT,tertiary,6125.41,10156.36,2313.22,
2473,M,married,39.7,2,manuf,secondary,2024.53,14321.29,1082.86,
2474,F,married,53.64,1,finance,secondary,2015.65,15881.43,523.46,
2475,F,divorced,66.41,0,retired,tertiary,3910.74,21261.93,1030.63,
2476,F,married,55.15,1,government,tertiary,4178.69,26745.92,1489.37,
2477,F,single,41.19,0,IT,secondary,1613.47,12974.02,1199.4,
2478,F,married,30,3,finance,postgrad,4931.34,31778.51,2827.34,
2479,F,divorced,45.07,3,education,postgrad,6408.17,24579.87,1243.06,
2480,M,married,39.64,1,legal,secondary,1377.08,12324.87,1658.48,
2481,F,married,39.94,1,finance,tertiary,5778.42,18951.48,2535.52,
2482,M,married,46.46,1,IT,postgrad,4559.89,21513.97,3401.69,
2483,M,single,34.19,0,finance,tertiary,6817.99,24085.01,1939.21,
2484,F,single,26.53,0,finance,postgrad,9136.49,29980.17,3149.81,
2485,F,single,23.32,0,IT,professional,5682.04,30409.79,3812.72,
2486,M,single,26.64,0,medicine,tertiary,7883.39,40924.4,2070.51,
2487,F,single,31.33,0,IT,tertiary,6200.47,24234.54,2067.73,
2488,M,single,31.19,0,education,tertiary,6208.85,20192.6,1173.17,
2489,F,single,26.03,0,IT,secondary,1900.68,8027.27,552.83,
2490,M,married,66.84,2,retired,professional,7071.16,26851.47,476.97,
2491,M,single,22.7,0,manuf,professional,9826.88,30205.13,3829.71,
2492,M,widowed,59.92,2,finance,tertiary,5338.5,24016.92,2902.01,
2493,F,divorced,32.24,2,IT,secondary,1264.16,19440.53,1211.28,
2494,M,married,60.03,2,construct,tertiary,1264.16,19440.53,1211.28,
2495,F,married,43.13,0,construct,secondary,1264.16,19440.53,1211.28,
2496,M,single,26.22,0,IT,secondary,1994.39,16529.98,1114.93,
2497,F,married,41.67,2,IT,postgrad,14687.5,23986.82,1569.45,
2498,F,married,39.83,2,finance,postgrad,9709.52,26778.56,2148.15,
2499,F,married,40.84,2,construct,postgrad,9709.52,26778.56,2148.15,
2500,M,married,51.34,2,finance,secondary,3305.63,14820.96,506.79,
2501,F,married,39.85,1,IT,secondary,3122.35,20395.91,1100.06,
2502,F,married,30.9,0,manuf,tertiary,7097.74,26172.56,1223.67,
2503,F,divorced,32.12,2,legal,professional,18716.69,73975.56,3788.83,
2504,F,widowed,86.83,0,retired,tertiary,4292.42,11575.91,576.15,
2505,F,married,52.38,3,education,tertiary,4655.31,15822.63,515.24,
2506,M,single,22.09,0,finance,tertiary,6169.03,24043.24,2014.73,
2507,F,single,30.76,0,legal,secondary,2534.41,20078.16,1239.79,
2508,F,married,34.91,0,education,postgrad,6835.9,39014.4,1890.45,
2509,M,divorced,47.25,0,government,postgrad,7932.53,17097,2821.47,
2510,F,married,25.63,3,IT,postgrad,10791.29,16249.21,3275.81,
2511,M,single,34.1,0,manuf,secondary,2246.35,12004.73,878.54,
2512,F,single,26.94,0,legal,secondary,3106.37,29188.48,1641.53,
2513,M,married,46.22,2,finance,secondary,2047.98,17073.75,1282.99,
2514,F,married,40.91,2,manuf,professional,15008.55,29308.79,4001.06,
2515,M,single,20.47,0,finance,professional,11735.69,30733.38,6564.56,
2516,F,divorced,45.03,3,government,tertiary,4050.7,22459.72,832.88,
2517,M,married,29.06,2,finance,professional,12937.32,50173.39,2098.59,
2518,M,divorced,27.91,0,government,tertiary,5192.13,36465.74,1036.93,
2519,F,single,26.12,0,IT,secondary,2583.56,8290.32,1781.64,
2520,M,single,25.71,0,IT,secondary,2112.18,12376.57,1798.56,
2521,F,married,25.58,1,finance,secondary,2086.54,17058.66,279.86,
2522,M,married,69.65,0,retired,tertiary,2793.05,14967.59,913.85,
2523,M,married,40.16,1,manuf,secondary,2500.53,13082.55,925.59,
2524,F,married,43.47,0,finance,postgrad,7003.98,46680.7,3736.23,
2525,F,single,28.56,0,government,secondary,2281.33,14525.19,1368.53,
2526,F,widowed,85.47,1,retired,secondary,591.67,9476.36,730.47,
2527,M,married,39.32,1,education,postgrad,8876.46,8632.64,2027.8,
2528,F,single,28.03,0,manuf,secondary,2860.89,11587.58,803.52,
2529,F,married,39.95,2,education,postgrad,5373.82,25150.48,1968.94,
2530,M,divorced,34.93,3,education,secondary,1921.72,11954.36,358.15,
2531,F,single,18.43,0,legal,tertiary,11697.83,31000.34,2861.78,
2532,M,divorced,46.8,0,legal,secondary,5460.24,19851.35,1537.98,
2533,F,divorced,43.65,2,IT,secondary,1882.16,18335.86,2039.66,
2534,F,divorced,32.58,3,legal,professional,4249.33,78775.69,6137.01,
2535,M,widowed,88.69,3,retired,tertiary,4811.54,9742.42,981,
2536,F,single,25.42,0,manuf,secondary,3796.5,4911.5,312.79,
2537,F,single,26.33,0,IT,tertiary,7609.14,24010.43,1603.31,
2538,M,single,33.34,0,education,tertiary,4608.22,33827.01,439.14,
2539,F,married,24.37,2,government,postgrad,7938.83,23723.96,1107.83,
2540,M,married,43.32,0,manuf,secondary,2092.39,12263.81,893.05,
2541,F,divorced,51.39,2,legal,postgrad,9999.99,33572.58,4120.58,
